UnidadFiscalizableId,SiglaInstrumento,NombreRegion,NombreRegionProyecto
9196,RCA,Región de la Araucanía,Región de la Araucanía
9196,RCA,Región de la Araucanía,NA
9197,RCA,Región del Biobío,Región del Biobío
9197,RCA,Región del Biobío,Región de Ñuble
9198,RCA,Región del Biobío,Región del Biobío
9198,RCA,Región del Biobío,Región del Biobío
9199,RCA,Región del Maule,Región del Maule
9199,RCA,Región del Maule,Región del Maule
9200,RCA,Región de la Araucanía,Región de la Araucanía
9201,RCA,Región del Biobío,Región del Biobío
9202,RCA,Región del Biobío,Región del Biobío
9203,RCA,Región del Biobío,Región del Biobío
9204,RCA,Región Metropolitana,Región Metropolitana
9204,RCA,Región Metropolitana,Región Metropolitana
9205,RCA,Región del Biobío,Región del Biobío
9206,RCA,Región Metropolitana,Región Metropolitana
9206,RCA,Región Metropolitana,Región Metropolitana
9207,RCA,Región del Maule,NA
9208,RCA,Interregional,Interregional
9209,RCA,Región del Biobío,Región del Biobío
9210,RCA,Región del Maule,NA
9211,RCA,Región Metropolitana,Región Metropolitana
9211,RCA,Región Metropolitana,Región Metropolitana
9212,RCA,Región de la Araucanía,NA
9213,RCA,Región del Maule,Región del Maule
9213,RCA,Región del Maule,Región del Maule
9213,RCA,Región del Maule,NA
9213,RCA,Región del Maule,Región del Maule
9214,RCA,Región Metropolitana,Región Metropolitana
9214,RCA,Región Metropolitana,NA
9215,RCA,Región de la Araucanía,Región de la Araucanía
9216,RCA,Región del Biobío,Región del Biobío
9217,RCA,Región de Los Ríos,NA
9217,NE,NA,NA
9218,RCA,Región de la Araucanía,Región de la Araucanía
9219,RCA,Región del Maule,NA
9220,RCA,Región de la Araucanía,NA
9220,RCA,Región de la Araucanía,NA
9221,RCA,Región de la Araucanía,NA
9222,RCA,Región de la Araucanía,Región de la Araucanía
9223,RCA,Región de la Araucanía,Región de la Araucanía
9224,RCA,Región de la Araucanía,NA
9224,NE,NA,NA
9225,RCA,Región del Maule,Región del Maule
9226,RCA,Región de la Araucanía,Región de la Araucanía
9226,RCA,Región de la Araucanía,NA
9227,RCA,Región del Maule,Región del Maule
9227,RCA,Región del Maule,Región del Maule
9227,RCA,Región del Maule,Región del Maule
9228,RCA,Región del Biobío,Región del Biobío
9229,RCA,Región del Biobío,Región del Biobío
9230,RCA,Región del Biobío,Región del Biobío
9230,RCA,Región del Biobío,Región del Biobío
9231,RCA,Región de los Lagos,NA
9232,RCA,Región de los Lagos,NA
9233,RCA,Región de los Lagos,NA
9234,RCA,Región de la Araucanía,NA
9235,RCA,Región del Biobío,NA
9236,RCA,Región de los Lagos,NA
9237,RCA,Región del Maule,NA
9238,RCA,Región de los Lagos,Región de los Lagos
9239,RCA,Región Metropolitana,Región Metropolitana
9240,RCA,Región de Magallanes y la Antártica Chilena,NA
9241,RCA,Región Metropolitana,Región Metropolitana
9241,RCA,Región Metropolitana,Región Metropolitana
9242,RCA,Región Metropolitana,Región Metropolitana
9243,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9244,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9245,RCA,Región de la Araucanía,Región de la Araucanía
9246,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9247,RCA,Región del Biobío,Región del Biobío
9247,RCA,Región del Biobío,Región del Biobío
9247,NE,NA,NA
9247,PC,NA,NA
9248,RCA,Región de Valparaíso,Región de Valparaíso
9249,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9249,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9250,RCA,Región de los Lagos,NA
9251,RCA,Región de Magallanes y la Antártica Chilena,NA
9252,RCA,Región de Los Ríos,NA
9253,RCA,Región del Biobío,Región del Biobío
9253,RCA,Región del Biobío,Región del Biobío
9253,RCA,Región del Biobío,Región del Biobío
9253,RCA,Región del Biobío,Región del Biobío
9253,RCA,Región del Biobío,Región del Biobío
9253,RCA,Región del Biobío,Región del Biobío
9253,RCA,Región del Biobío,Región del Biobío
9253,RCA,Región del Biobío,Región del Biobío
9253,RCA,Región del Biobío,Región del Biobío
9253,PC,NA,NA
9253,PC,NA,NA
9254,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9254,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9255,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9256,RCA,Región de los Lagos,NA
9257,RCA,Región de los Lagos,Región de los Lagos
9258,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9259,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9259,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9260,RCA,Región de Los Ríos,NA
9261,RCA,Región de los Lagos,NA
9262,RCA,Región de los Lagos,NA
9263,RCA,Región Metropolitana,Región Metropolitana
9264,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9265,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
9266,RCA,Región de los Lagos,NA
9267,RCA,Región de los Lagos,NA
9269,RCA,Región de los Lagos,NA
9270,RCA,Región de los Lagos,NA
9271,RCA,Región de los Lagos,NA
9272,RCA,Región de los Lagos,NA
9273,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9273,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9273,RSMA,NA,NA
9274,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9275,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9275,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9276,RCA,Región de los Lagos,NA
9277,RCA,Región de la Araucanía,NA
9278,RCA,Región de los Lagos,Región de los Lagos
9279,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9280,RCA,Región Metropolitana,NA
9281,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9282,RCA,Región de los Lagos,NA
9283,RCA,Región Metropolitana,NA
9284,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
9284,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
9285,RCA,Región de Los Ríos,NA
9286,RCA,Interregional,Interregional
9287,RCA,Región Metropolitana,Región Metropolitana
9287,NE,NA,NA
9288,RCA,Región Metropolitana,Región Metropolitana
9288,RCA,Región Metropolitana,NA
9289,RCA,Región Metropolitana,NA
9290,RCA,Región Metropolitana,NA
9291,RCA,Región Metropolitana,NA
9291,RCA,Región Metropolitana,NA
9291,PPDA,NA,NA
9292,RCA,Región Metropolitana,NA
9293,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9293,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9294,RCA,Región de Los Ríos,NA
9295,RCA,Región Metropolitana,NA
9296,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9297,RCA,Región de los Lagos,Región de los Lagos
9299,RCA,Región de Los Ríos,Región de Los Ríos
9300,RCA,Región del Biobío,Región del Biobío
9300,RCA,Región del Biobío,NA
9301,RCA,Región del Biobío,Región del Biobío
9301,RCA,Región del Biobío,Región del Biobío
9302,RCA,Región del Biobío,NA
9302,RCA,Región del Biobío,NA
9302,RCA,Región del Biobío,NA
9303,RCA,Región del Biobío,Región del Biobío
9303,RCA,Región del Biobío,Región del Biobío
9304,RCA,Región Metropolitana,Región Metropolitana
9305,RCA,Región Metropolitana,Región Metropolitana
9306,RCA,Región de Valparaíso,NA
9307,RCA,Región del Biobío,NA
9307,RCA,Región del Biobío,NA
9308,RCA,Región Metropolitana,NA
9309,RCA,Región del Maule,NA
9310,RCA,Región de los Lagos,Región de los Lagos
9311,RCA,Región Metropolitana,NA
9312,RCA,Región Metropolitana,NA
9313,RCA,Interregional,Interregional
9314,RCA,Región Metropolitana,NA
9315,RCA,Región Metropolitana,NA
9316,RCA,Región de la Araucanía,Región de la Araucanía
9317,RCA,Interregional,Interregional
9317,RCA,Región de los Lagos,Región de los Lagos
9317,NE,NA,NA
9318,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9319,RCA,Región de los Lagos,Región de los Lagos
9319,NE,NA,NA
9320,RCA,Región de los Lagos,NA
9321,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9321,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9321,RCA,Región de Magallanes y la Antártica Chilena,NA
9322,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9323,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
9324,RCA,Región de los Lagos,NA
9326,RCA,Región de la Araucanía,Región de la Araucanía
9327,RCA,Región de los Lagos,NA
9328,RCA,Región del Biobío,NA
9329,RCA,Región de Magallanes y la Antártica Chilena,NA
9330,RCA,Región del Biobío,NA
9331,RCA,Región de los Lagos,Región de los Lagos
9332,RCA,Región de los Lagos,Región de los Lagos
9333,RCA,Región de los Lagos,Región de los Lagos
9334,RCA,Región de los Lagos,NA
9335,RCA,Región de los Lagos,Región de los Lagos
9336,RCA,Región de los Lagos,NA
9337,RCA,Región de los Lagos,NA
9338,RCA,Región de los Lagos,NA
9339,RCA,Región de los Lagos,Región de los Lagos
9339,RCA,Región de los Lagos,Región de los Lagos
9340,RCA,Región de los Lagos,NA
9340,RCA,Región de los Lagos,NA
9340,RCA,Región de los Lagos,NA
9340,MP,NA,NA
9341,RCA,Región de la Araucanía,Región de la Araucanía
9342,RCA,Región de los Lagos,Región de los Lagos
9343,RCA,Región de los Lagos,Región de los Lagos
9344,RCA,Región Metropolitana,Región Metropolitana
9345,RCA,Región del Maule,NA
9346,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9347,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9348,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9349,RCA,Interregional,Interregional
9350,RCA,Región Metropolitana,Región Metropolitana
9351,RCA,Región de los Lagos,NA
9352,RCA,Región del Biobío,Región del Biobío
9352,PC,NA,NA
9353,RCA,Región del Maule,NA
9354,RCA,Región de los Lagos,Región de los Lagos
9354,MP,NA,NA
9355,RCA,Región del Biobío,NA
9356,RCA,Región del Biobío,Región del Biobío
9356,PC,NA,NA
9357,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9358,RCA,Región del Biobío,NA
9359,RCA,Región de los Lagos,Región de los Lagos
9360,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
9361,RCA,Región del Biobío,NA
9362,RCA,Región de los Lagos,NA
9363,RCA,Región del Biobío,NA
9363,RCA,Región del Biobío,NA
9364,RCA,Región Metropolitana,NA
9365,RCA,Región Metropolitana,NA
9366,RCA,Región del Maule,NA
9367,RCA,Región Metropolitana,Región Metropolitana
9368,RCA,Región del Maule,NA
9369,RCA,Región de Los Ríos,NA
9370,RCA,Región de los Lagos,Región de los Lagos
9371,RCA,Región de los Lagos,Región de los Lagos
9372,RCA,Región de la Araucanía,NA
9373,RCA,Región de los Lagos,Región de los Lagos
9374,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9374,RCA,Región de Magallanes y la Antártica Chilena,NA
9375,RCA,Región del Maule,NA
9375,RCA,Región del Maule,NA
9375,RCA,Región del Maule,NA
9376,RCA,Región del Biobío,NA
9377,RCA,Región del Maule,NA
9378,RCA,Región del Maule,NA
9379,RCA,Región del Biobío,NA
9380,RCA,Región del Biobío,NA
9381,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
9382,RCA,Región Metropolitana,NA
9383,RCA,Región de los Lagos,Región de los Lagos
9383,RCA,Región de los Lagos,Región de los Lagos
9384,RCA,Región Metropolitana,NA
9385,RCA,Región Metropolitana,Región Metropolitana
9385,RCA,Región Metropolitana,Región Metropolitana
9385,NE,NA,NA
9386,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9386,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
9387,RCA,Región de la Araucanía,NA
9388,RCA,Región Metropolitana,NA
9389,RCA,Región de los Lagos,NA
9390,RCA,Región de la Araucanía,NA
9391,RCA,Región del Biobío,NA
9392,RCA,Región Metropolitana,NA
9393,RCA,Región de los Lagos,NA
9394,RCA,Región de los Lagos,NA
9395,RCA,Región del Biobío,NA
9396,RCA,Región de los Lagos,NA
9397,RCA,Región de Magallanes y la Antártica Chilena,NA
9398,RCA,Región de los Lagos,NA
9399,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
9400,RCA,Región de Los Ríos,NA
9401,RCA,Región de Los Ríos,NA
9402,RCA,Región del Biobío,NA
9403,RCA,Región de los Lagos,Región de los Lagos
9403,RCA,Región de los Lagos,Región de los Lagos
9403,NE,NA,NA
9404,RCA,Región del Biobío,NA
9405,RCA,Región Metropolitana,NA
9406,RCA,Región del Maule,Región del Maule
9407,RCA,Región de la Araucanía,NA
9408,RCA,Región del Maule,Región del Maule
9408,RCA,Región del Maule,Región del Maule
9408,NE,NA,NA
9409,RCA,Región de los Lagos,Región de los Lagos
9410,RCA,Región de los Lagos,Región de los Lagos
9410,NE,NA,NA
9411,RCA,Región del Maule,Región del Maule
9411,RCA,Región del Maule,Región del Maule
9412,RCA,Región del Maule,Región del Maule
9412,NE,NA,NA
9413,RCA,Región de los Lagos,NA
9413,NE,NA,NA
9414,RCA,Región del Maule,NA
9415,RCA,Región del Maule,NA
9417,RCA,Región del Maule,NA
9418,RCA,Región del Maule,NA
9419,RCA,Región del Maule,Región del Maule
9419,RCA,Región del Maule,NA
9420,RCA,Región del Maule,NA
9421,RCA,Región del Maule,NA
9422,RCA,Región del Maule,NA
9423,RCA,Región del Maule,NA
9424,RCA,Región del Maule,NA
9424,RCA,Región del Maule,NA
9425,RCA,Región del Maule,Región del Maule
9425,NE,NA,NA
9426,RCA,Región del Maule,NA
9427,RCA,Región del Maule,Región del Maule
9428,RCA,Región de los Lagos,NA
9429,RCA,Región de los Lagos,NA
9430,RCA,Región de la Araucanía,NA
9431,RCA,Región de Los Ríos,Región de Los Ríos
9432,RCA,Región de los Lagos,Región de los Lagos
9432,NE,NA,NA
9432,NE,NA,NA
9433,RCA,Región de los Lagos,NA
9434,RCA,Región de los Lagos,Región de los Lagos
9434,NE,NA,NA
9435,RCA,Región de los Lagos,Región de los Lagos
9436,RCA,Región del Maule,Región del Maule
9436,NE,NA,NA
9437,RCA,Región del Maule,NA
9438,RCA,Región del Maule,NA
9439,RCA,Región del Maule,Región del Maule
9439,NE,NA,NA
9440,RCA,Región de los Lagos,Región de los Lagos
9440,PC,NA,NA
9441,RCA,Región de la Araucanía,Región de la Araucanía
9442,RCA,Región de los Lagos,Región de los Lagos
9442,RCA,Región de los Lagos,NA
9442,NE,NA,NA
9443,RCA,Región del Maule,NA
9444,RCA,Región de los Lagos,NA
9445,RCA,Región de los Lagos,Región de los Lagos
9445,RCA,Región de los Lagos,Región de los Lagos
9445,RCA,Región de los Lagos,Región de los Lagos
9445,RCA,Región de los Lagos,Región de los Lagos
9445,NE,NA,NA
9445,PPDA,NA,NA
9445,PC,NA,NA
9446,RCA,Región del Maule,Región del Maule
9446,NE,NA,NA
9447,RCA,Región de los Lagos,Región de los Lagos
9448,RCA,Región de los Lagos,Región de los Lagos
9448,NE,NA,NA
9448,RCA,Región de los Lagos,Región de los Lagos
9448,PC,NA,NA
9449,RCA,NA,NA
9449,NE,NA,NA
9449,MP,NA,NA
9450,RCA,Región de los Lagos,NA
9451,RCA,Región de los Lagos,Región de los Lagos
9452,RCA,Región de los Lagos,Región de los Lagos
9452,RCA,Región de los Lagos,Región de los Lagos
9453,RCA,Región de los Lagos,Región de los Lagos
9453,RCA,Región de los Lagos,Región de los Lagos
9454,RCA,Región de los Lagos,Región de los Lagos
9455,RCA,Región de los Lagos,Región de los Lagos
9456,RCA,Región de los Lagos,Región de los Lagos
9456,NE,NA,NA
9457,RCA,Región de los Lagos,Región de los Lagos
9457,NE,NA,NA
9458,RCA,Interregional,Interregional
9458,NE,NA,NA
9459,RCA,Región de los Lagos,Región de los Lagos
9459,RCA,Región de los Lagos,Región de los Lagos
9459,NE,NA,NA
9460,RCA,Región de los Lagos,Región de los Lagos
9460,RCA,Región de los Lagos,Región de los Lagos
9460,RCA,Región de los Lagos,Región de los Lagos
9460,NE,NA,NA
9461,RCA,Región de los Lagos,Región de los Lagos
9461,NE,NA,NA
9462,RCA,Región de los Lagos,Región de los Lagos
9463,RCA,Región de los Lagos,NA
9464,RCA,Región de los Lagos,NA
9464,NE,NA,NA
9465,RCA,Región de los Lagos,NA
9465,NE,NA,NA
9466,RCA,Interregional,Interregional
9466,RCA,Región de los Lagos,NA
9467,RCA,Región de los Lagos,Interregional
9467,NE,NA,NA
9468,RCA,Región de los Lagos,NA
9468,NE,NA,NA
9469,RCA,Región de los Lagos,Región de los Lagos
9469,RCA,Región de los Lagos,Región de los Lagos
9470,RCA,Región de los Lagos,Región de los Lagos
9471,RCA,Región del Maule,Región del Maule
9472,RCA,Región de los Lagos,Región de los Lagos
9472,NE,NA,NA
9473,RCA,Región de los Lagos,NA
9474,RCA,Región de los Lagos,NA
9475,RCA,Región del Maule,NA
9476,RCA,Región del Maule,Región del Maule
9477,RCA,Región del Maule,NA
9478,RCA,Región del Maule,NA
9479,RCA,Región del Maule,NA
9479,RCA,Región del Maule,NA
9480,RCA,Región del Maule,NA
9481,RCA,Región del Maule,Región del Maule
9481,RCA,Región del Maule,NA
9481,RCA,Región del Maule,NA
9482,RCA,Región del Maule,Región del Maule
9483,RCA,Región del Maule,NA
9483,RCA,Región del Maule,NA
9483,RCA,Región del Maule,NA
9484,RCA,Región del Maule,NA
9485,RCA,Región del Maule,Región del Maule
9485,NE,NA,NA
9485,PC,NA,NA
9486,RCA,Región del Maule,Región del Maule
9487,RCA,Región del Maule,NA
9488,RCA,Región del Maule,NA
9488,NE,NA,NA
9489,RCA,Región del Maule,Región del Maule
9489,RCA,Región del Maule,Región del Maule
9489,RCA,Región del Maule,NA
9490,RCA,Región del Maule,NA
9491,RCA,Región del Maule,NA
9492,RCA,Región del Maule,NA
9493,RCA,Región del Maule,Región del Maule
9494,RCA,Región del Maule,NA
9495,RCA,Región de los Lagos,Región de los Lagos
9496,RCA,Región de Los Ríos,NA
9497,RCA,Región del Maule,NA
9498,RCA,Región del Maule,NA
9498,RCA,Región del Maule,Región del Maule
9499,RCA,Región del Maule,NA
9500,RCA,Región del Maule,Región del Maule
9501,RCA,Región del Maule,NA
9501,NE,NA,NA
9502,RCA,Región del Maule,NA
9503,RCA,Región del Maule,NA
9504,RCA,Región del Maule,NA
9505,RCA,Región del Maule,NA
9505,RCA,Región del Maule,NA
9506,RCA,Región del Maule,Región del Maule
9506,NE,NA,NA
9506,RCA,Región del Maule,NA
9507,RCA,Región del Maule,Región del Maule
9507,RCA,Región del Maule,Región del Maule
9508,RCA,Región del Maule,NA
9509,RCA,Región del Maule,NA
9510,RCA,Región del Maule,Región del Maule
9511,RCA,Región del Maule,NA
9512,RCA,Región del Maule,Región del Maule
9513,RCA,Región del Maule,NA
9514,RCA,Región del Maule,Región del Maule
9514,NE,NA,NA
9514,RCA,Región del Maule,Región del Maule
9515,RCA,Región del Maule,NA
9516,RCA,Región del Maule,NA
9516,NE,NA,NA
9517,RCA,Región del Maule,Región del Maule
9517,RCA,Región del Maule,Región del Maule
9518,RCA,Región del Maule,NA
9519,RCA,Región del Maule,NA
9520,RCA,Región del Maule,NA
9521,RCA,Región del Maule,NA
9521,NE,NA,NA
9522,RCA,Región del Maule,Región del Maule
9522,RCA,Región del Maule,NA
9523,RCA,Región del Maule,NA
9524,RCA,Región del Maule,NA
9524,NE,NA,NA
9525,RCA,Región del Maule,NA
9526,RCA,Región del Maule,Región del Maule
9527,RCA,Región de los Lagos,NA
9528,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9528,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9528,NE,NA,NA
9529,RCA,Región de los Lagos,NA
9530,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9530,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9531,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9533,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9534,RCA,Región de la Araucanía,NA
9535,RCA,Región de la Araucanía,NA
9536,RCA,Región Metropolitana,Región Metropolitana
9537,RCA,Región del Biobío,Región del Biobío
9537,PC,NA,NA
9538,RCA,Región Metropolitana,Región Metropolitana
9539,RCA,Región de la Araucanía,Región de la Araucanía
9540,RCA,Región del Biobío,Región del Biobío
9541,RCA,Región del Biobío,Región del Biobío
9542,RCA,Región de los Lagos,Región de Los Ríos
9543,RCA,Región de los Lagos,Región de Los Ríos
9544,RCA,Región del Biobío,Región del Biobío
9545,RCA,Región del Biobío,Región del Biobío
9546,RCA,Región del Biobío,Región del Biobío
9547,RCA,Región del Biobío,Región del Biobío
9548,RCA,Región de los Lagos,Región de los Lagos
9549,RCA,Región del Biobío,Región del Biobío
9550,RCA,Región del Biobío,Región del Biobío
9551,RCA,Región de los Lagos,Región de Los Ríos
9552,RCA,Región del Biobío,Región del Biobío
9553,RCA,Región de los Lagos,Región de los Lagos
9554,RCA,Región del Biobío,Región del Biobío
9555,RCA,Región del Biobío,Región del Biobío
9556,RCA,Región de los Lagos,Región de los Lagos
9557,RCA,Región del Biobío,Región del Biobío
9558,RCA,Región del Biobío,Región del Biobío
9559,RCA,Región Metropolitana,Región Metropolitana
9560,RCA,Interregional,Interregional
9561,RCA,Región de los Lagos,Región de los Lagos
9562,RCA,Región de los Lagos,Región de los Lagos
9563,RCA,Región de los Lagos,Región de los Lagos
9564,RCA,Región de los Lagos,Región de los Lagos
9564,RCA,Región de los Lagos,Región de los Lagos
9565,RCA,Región de los Lagos,Región de los Lagos
9566,RCA,Región de los Lagos,Región de los Lagos
9567,RCA,Región de los Lagos,NA
9568,RCA,Región de los Lagos,Región de los Lagos
9569,RCA,Región de los Lagos,Región de los Lagos
9570,RCA,Región de los Lagos,Región de los Lagos
9571,RCA,Región de los Lagos,Región de los Lagos
9571,RCA,Región de los Lagos,Región de los Lagos
9572,RCA,Región de los Lagos,Región de los Lagos
9573,RCA,Región de los Lagos,Región de los Lagos
9574,RCA,Región de los Lagos,Región de los Lagos
9575,RCA,Región de los Lagos,Región de los Lagos
9576,RCA,Región de los Lagos,Región de los Lagos
9577,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9578,RCA,Región Metropolitana,NA
9579,RCA,Región de Los Ríos,NA
9580,RCA,Región del Maule,Región del Maule
9580,NE,NA,NA
9581,RCA,Región del Biobío,NA
9582,RCA,Región Metropolitana,NA
9583,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
9584,RCA,Región de Los Ríos,NA
9585,RCA,Región de Los Ríos,NA
9586,RCA,Región de Los Ríos,NA
9587,RCA,Región de la Araucanía,Región de la Araucanía
9588,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9588,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9588,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9589,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9589,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9589,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9590,RCA,Región de los Lagos,NA
9591,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9591,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9591,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9592,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9592,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9592,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9593,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9593,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9594,RCA,Región de Magallanes y la Antártica Chilena,NA
9595,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9595,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9595,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9595,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9595,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9595,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9595,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9595,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9595,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9596,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9596,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9596,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9596,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9596,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9597,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9597,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
9598,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9599,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9600,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9600,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9600,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9600,RCA,Región de Magallanes y la Antártica Chilena,NA
9601,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
9602,RCA,Región de los Lagos,Región de los Lagos
9603,RCA,Región Metropolitana,NA
9604,RCA,Región Metropolitana,Región Metropolitana
9605,RCA,Región Metropolitana,NA
9605,RCA,Región Metropolitana,NA
9606,RCA,Región de los Lagos,NA
9607,RCA,Región de los Lagos,NA
