UnidadFiscalizableId,SiglaInstrumento,NombreRegion,NombreRegionProyecto
2705,RCA,Región del Biobío,Región del Biobío
2705,RCA,Región del Biobío,Región del Biobío
2705,NE,NA,NA
2705,RSMA,NA,NA
2705,LEY,NA,NA
2709,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2709,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2709,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2709,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2709,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2709,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2709,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2709,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2709,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2709,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2709,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2715,RCA,Región del Biobío,Región del Biobío
2715,NE,NA,NA
2715,NE,NA,NA
2715,NE,NA,NA
2715,RSMA,NA,NA
2715,LEY,NA,NA
2716,RCA,Región del Biobío,Región del Biobío
2716,RCA,Región del Biobío,Región del Biobío
2716,RCA,Región del Biobío,Región del Biobío
2716,NE,NA,NA
2716,NE,NA,NA
2716,RSMA,NA,NA
2716,LEY,NA,NA
2716,REG,NA,NA
2717,RCA,Región del Biobío,Región del Biobío
2717,RCA,Región del Biobío,Región del Biobío
2717,RCA,Región del Biobío,Región del Biobío
2718,RCA,Región del Biobío,Región del Biobío
2718,RCA,Región del Biobío,Región del Biobío
2718,RCA,Región del Biobío,Región del Biobío
2718,RSMA,NA,NA
2718,LEY,NA,NA
2719,RCA,Región del Biobío,Región del Biobío
2721,RCA,Región de los Lagos,Región de los Lagos
2724,RCA,Región de los Lagos,NA
2724,RCA,Región de los Lagos,NA
2728,RCA,Región de Antofagasta,Región de Antofagasta
2731,RCA,Región del Libertador General Bernardo O'Higgins,Región del Libertador General Bernardo O'Higgins
2731,PC,NA,NA
2732,RCA,Región de los Lagos,Región de los Lagos
2732,NE,NA,NA
2734,RCA,Región del Biobío,Región del Biobío
2734,RCA,Región del Biobío,Región del Biobío
2734,RCA,Región del Biobío,Región del Biobío
2734,RCA,Región del Biobío,Región del Biobío
2734,RCA,Región del Biobío,Región del Biobío
2734,RCA,Región del Biobío,Región del Biobío
2734,RCA,Región del Biobío,Región del Biobío
2734,RCA,Región del Biobío,Región del Biobío
2734,RCA,Región del Biobío,Región del Biobío
2734,RCA,Región del Biobío,Región del Biobío
2734,NE,NA,NA
2734,NE,NA,NA
2734,NE,NA,NA
2734,RSMA,NA,NA
2734,LEY,NA,NA
2734,RCA,Región del Biobío,Región del Biobío
2735,RCA,Región de los Lagos,Región de los Lagos
2736,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
2738,RCA,Región de Atacama,Región de Atacama
2738,NE,NA,NA
2738,RSMA,NA,NA
2738,LEY,NA,NA
2739,RCA,Región de los Lagos,Región de los Lagos
2739,RCA,Región de los Lagos,Región de los Lagos
2739,NE,NA,NA
2740,RCA,Región del Biobío,Región del Biobío
2740,RCA,Región del Biobío,Región del Biobío
2740,RCA,Región del Biobío,Región del Biobío
2740,RCA,Región del Biobío,Región del Biobío
2740,RCA,Región del Biobío,Región del Biobío
2740,NE,NA,NA
2741,RCA,Región del Biobío,Región del Biobío
2741,NE,NA,NA
2742,RCA,Región Metropolitana,Región Metropolitana
2744,RCA,Región Metropolitana,Región Metropolitana
2748,RCA,Región de la Araucanía,Región de la Araucanía
2749,RCA,Región de la Araucanía,Región de la Araucanía
2749,RCA,Región de la Araucanía,Región de la Araucanía
2749,PC,NA,NA
2755,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2755,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2755,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2755,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2755,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2755,NE,NA,NA
2755,RCA,Región de Magallanes y la Antártica Chilena,NA
2757,RCA,Región Metropolitana,Región Metropolitana
2758,RCA,Región Metropolitana,Región Metropolitana
2758,PPDA,NA,NA
2759,RCA,Región Metropolitana,Región Metropolitana
2760,RCA,Región Metropolitana,Región Metropolitana
2764,RCA,Región de los Lagos,Región de los Lagos
2764,RCA,Región de los Lagos,Región de los Lagos
2765,RCA,Región de los Lagos,Región de los Lagos
2766,RCA,Región de los Lagos,Región de los Lagos
2766,RCA,Región de los Lagos,Región de los Lagos
2766,RCA,Región de los Lagos,Región de los Lagos
2766,RCA,Región de los Lagos,Región de los Lagos
2766,RCA,Región de los Lagos,Región de los Lagos
2766,NE,NA,NA
2767,RCA,Región Metropolitana,Región Metropolitana
2769,RCA,Región Metropolitana,NA
2770,RCA,Región Metropolitana,Región Metropolitana
2770,RCA,Región Metropolitana,Región Metropolitana
2770,RCA,Región Metropolitana,Región Metropolitana
2770,PC,NA,NA
2771,RCA,Región Metropolitana,Región Metropolitana
2772,RCA,Región de los Lagos,Región de los Lagos
2772,RCA,Región de los Lagos,Región de los Lagos
2772,NE,NA,NA
2776,RCA,Región del Biobío,Región del Biobío
2777,RCA,Región del Biobío,Región del Biobío
2777,RCA,Región del Biobío,Región del Biobío
2777,RCA,Región del Biobío,Región del Biobío
2777,RCA,Región del Biobío,NA
2777,NE,NA,NA
2779,RCA,Región de los Lagos,Región de los Lagos
2780,RCA,Región de los Lagos,Región de los Lagos
2781,RCA,Región de los Lagos,Región de los Lagos
2782,RCA,Región de los Lagos,Región de los Lagos
2783,RCA,Región de los Lagos,Región de Los Ríos
2783,RCA,Región de Los Ríos,Región de Los Ríos
2783,NE,NA,NA
2783,NE,NA,NA
2783,PC,NA,NA
2784,RCA,Región de Valparaíso,Región de Valparaíso
2784,RCA,Región de Valparaíso,Región de Valparaíso
2784,RCA,Región de Valparaíso,Región de Valparaíso
2784,RCA,Región de Valparaíso,Región de Valparaíso
2784,RCA,Región de Valparaíso,Región de Valparaíso
2784,RCA,Región de Valparaíso,Región de Valparaíso
2784,RCA,Región de Valparaíso,Región de Valparaíso
2784,RCA,Región de Valparaíso,Región de Valparaíso
2784,RCA,Región de Valparaíso,Región de Valparaíso
2784,NE,NA,NA
2784,MP,NA,NA
2784,PPDA,NA,NA
2792,RCA,Región del Biobío,Región del Biobío
2792,RCA,Región del Biobío,Región del Biobío
2792,RCA,Región del Biobío,NA
2794,RCA,Región del Biobío,Región del Biobío
2795,RCA,Región del Biobío,Región del Biobío
2795,RCA,Región del Biobío,Región del Biobío
2795,RCA,Región del Biobío,Región del Biobío
2795,RCA,Región del Biobío,Región del Biobío
2795,NE,NA,NA
2795,RSMA,NA,NA
2795,LEY,NA,NA
2796,RCA,Región Metropolitana,Región Metropolitana
2797,RCA,Región Metropolitana,Región Metropolitana
2797,RCA,Región Metropolitana,Región Metropolitana
2797,NE,NA,NA
2798,RCA,Región Metropolitana,Región Metropolitana
2802,RCA,Región del Maule,Región del Maule
2802,RCA,Región del Maule,Región del Maule
2802,NE,NA,NA
2803,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
2803,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
2807,RCA,Región del Biobío,Región del Biobío
2807,RCA,Región del Biobío,Región del Biobío
2807,RCA,Región del Biobío,Región del Biobío
2807,NE,NA,NA
2807,PC,NA,NA
2807,RCA,Región del Biobío,Región de Ñuble
2807,PC,NA,NA
2808,RCA,Región de los Lagos,Región de los Lagos
2808,RCA,Región de los Lagos,Región de los Lagos
2808,NE,NA,NA
2810,RCA,Región Metropolitana,Región Metropolitana
2810,RCA,Región Metropolitana,Región Metropolitana
2810,NE,NA,NA
2811,RCA,Región Metropolitana,Región Metropolitana
2812,RCA,Región Metropolitana,Región Metropolitana
2814,RCA,Región Metropolitana,Región Metropolitana
2814,PC,NA,NA
2815,RCA,Región Metropolitana,Región Metropolitana
2816,RCA,Región Metropolitana,Región Metropolitana
2816,NE,NA,NA
2817,RCA,Región Metropolitana,Región Metropolitana
2818,RCA,Región Metropolitana,Región Metropolitana
2821,RCA,Región de los Lagos,Región de los Lagos
2821,NE,NA,NA
2821,PC,NA,NA
2824,RCA,Región de los Lagos,Región de los Lagos
2824,RCA,Región de los Lagos,Región de los Lagos
2824,RCA,Región de los Lagos,Región de los Lagos
2824,NE,NA,NA
2825,RCA,Interregional,Interregional
2825,RCA,Interregional,Interregional
2825,RCA,Interregional,Interregional
2827,PC,NA,NA
2835,RCA,Región del Biobío,Región del Biobío
2835,RCA,Región del Biobío,Región del Biobío
2835,RCA,Región del Biobío,Región del Biobío
2835,RCA,Región del Biobío,Región del Biobío
2835,NE,NA,NA
2835,RSMA,NA,NA
2835,LEY,NA,NA
2836,RCA,Región de los Lagos,Región de los Lagos
2836,RCA,Región de los Lagos,Región de los Lagos
2836,NE,NA,NA
2837,RCA,Región del Biobío,Región del Biobío
2837,RSMA,NA,NA
2837,LEY,NA,NA
2839,RCA,Región del Biobío,Región del Biobío
2839,RCA,Región del Biobío,Región del Biobío
2840,RCA,Región del Biobío,Región del Biobío
2840,RCA,Región del Biobío,Región del Biobío
2842,RCA,Región de Atacama,Región de Atacama
2842,RCA,Región de Atacama,Región de Atacama
2842,NE,NA,NA
2844,RCA,Región de los Lagos,Región de los Lagos
2844,RCA,Región de los Lagos,Región de los Lagos
2844,PC,NA,NA
2858,RCA,Región de Antofagasta,Región de Antofagasta
2858,RCA,Región de Antofagasta,Región de Antofagasta
2863,RCA,Región de los Lagos,Región de los Lagos
2864,RCA,Región de los Lagos,Región de los Lagos
2864,RCA,Región de los Lagos,Región de los Lagos
2865,RCA,Región de los Lagos,Región de los Lagos
2865,RCA,Región de los Lagos,Región de los Lagos
2865,RCA,Región de los Lagos,Región de los Lagos
2866,RCA,Región de los Lagos,Región de los Lagos
2866,NE,NA,NA
2867,RCA,Región Metropolitana,Región Metropolitana
2867,RCA,Región Metropolitana,Región Metropolitana
2868,RCA,Región Metropolitana,Región Metropolitana
2868,RCA,Región Metropolitana,Región Metropolitana
2868,RCA,Región Metropolitana,Región Metropolitana
2868,NE,NA,NA
2869,RCA,Región Metropolitana,Región Metropolitana
2872,RCA,Región Metropolitana,Región Metropolitana
2872,RCA,Región Metropolitana,Región Metropolitana
2872,RCA,Región Metropolitana,Región Metropolitana
2873,RCA,Región del Biobío,Región del Biobío
2873,NE,NA,NA
2874,RCA,Región de los Lagos,NA
2876,RCA,Región de los Lagos,Región de los Lagos
2876,RCA,Región de los Lagos,Región de los Lagos
2877,RCA,Región de los Lagos,Región de los Lagos
2877,RCA,Región de los Lagos,Región de los Lagos
2878,RCA,Región Metropolitana,Región Metropolitana
2879,RCA,Interregional,Interregional
2879,RCA,Interregional,Interregional
2879,RCA,Región del Maule,Región del Maule
2880,RCA,Región de los Lagos,Región de los Lagos
2880,MP,NA,NA
2881,RCA,Región de los Lagos,Región de los Lagos
2886,RCA,Región de los Lagos,Región de los Lagos
2886,RCA,Región de los Lagos,Región de los Lagos
2886,RCA,Región de los Lagos,Región de los Lagos
2902,NE,NA,NA
2906,PC,NA,NA
2907,PPDA,NA,NA
2916,PPDA,NA,NA
2916,PPDA,NA,NA
2918,PPDA,NA,NA
2918,PPDA,NA,NA
2920,PPDA,NA,NA
2920,PPDA,NA,NA
2922,PPDA,NA,NA
2922,PPDA,NA,NA
2951,PC,NA,NA
2953,RCA,Región de Los Ríos,Región de Los Ríos
2953,PC,NA,NA
2954,RCA,Región de Tarapacá,Región de Tarapacá
2956,RCA,Región del Biobío,Región del Biobío
2956,RCA,Región del Biobío,Región del Biobío
2957,NE,NA,NA
2961,RCA,Región del Biobío,Región del Biobío
2961,RCA,Región del Biobío,Región del Biobío
2961,RCA,Región del Biobío,NA
2961,RSMA,NA,NA
2961,RCA,Región del Biobío,NA
2961,LEY,NA,NA
2962,RCA,Región del Biobío,Región del Biobío
2962,NE,NA,NA
2962,PC,NA,NA
2964,NE,NA,NA
2964,PC,NA,NA
2964,MP,NA,NA
2966,NE,NA,NA
2968,RCA,Región de Atacama,Región de Atacama
2970,NE,NA,NA
2970,RSMA,NA,NA
2970,LEY,NA,NA
2971,RCA,Región del Maule,Región del Maule
2971,RCA,Región del Maule,Región del Maule
2972,RCA,Región de los Lagos,NA
2973,RCA,Región de los Lagos,NA
2974,RCA,Región de la Araucanía,NA
2975,RCA,Región de la Araucanía,NA
2976,RCA,Región del Maule,NA
2977,RCA,Región de los Lagos,NA
2978,RCA,Región de los Lagos,NA
2979,RCA,Región de los Lagos,Región de los Lagos
2979,RSMA,NA,NA
2980,RCA,Región del Maule,Región del Maule
2980,RCA,Región de Atacama,Región de Atacama
2981,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
2981,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
2982,RCA,Región Metropolitana,Región Metropolitana
2983,RCA,Región del Maule,Región del Maule
2984,RCA,Región de los Lagos,Región de los Lagos
2984,RCA,Región de los Lagos,Región de los Lagos
2986,RCA,Región de los Lagos,NA
2987,RCA,Región de los Lagos,NA
2988,RCA,Región de los Lagos,Región de los Lagos
2989,RCA,Región de Los Ríos,NA
2990,RCA,Región del Maule,NA
2991,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2992,RCA,Región de los Lagos,Región de los Lagos
2993,RCA,Región de los Lagos,Región de los Lagos
2994,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
2995,RCA,Región del Biobío,Región del Biobío
2995,RCA,Región del Biobío,Región del Biobío
2996,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2996,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2996,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2996,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
2997,RCA,Región de los Lagos,Región de los Lagos
2998,RCA,Región Metropolitana,NA
2998,NE,NA,NA
2998,NE,NA,NA
2998,PPDA,NA,NA
2999,RCA,Región del Maule,Región del Maule
2999,RCA,Región del Maule,Región del Maule
2999,RCA,Región del Maule,NA
3000,RCA,Región Metropolitana,Región Metropolitana
3001,RCA,Región Metropolitana,NA
3001,NE,NA,NA
3003,RCA,Región Metropolitana,Región Metropolitana
3003,RCA,Región Metropolitana,Región Metropolitana
3003,RCA,Región Metropolitana,Región Metropolitana
3003,RCA,Región Metropolitana,Región Metropolitana
3003,RCA,Región Metropolitana,Región Metropolitana
3004,RCA,Región del Maule,Región del Maule
3004,NE,NA,NA
3005,RCA,Región del Maule,NA
3006,RCA,Región del Maule,NA
3007,RCA,Región Metropolitana,Región Metropolitana
3008,RCA,Región del Maule,NA
3009,RCA,Región del Maule,NA
3010,RCA,Región Metropolitana,Región Metropolitana
3010,RCA,Región Metropolitana,NA
3010,RCA,Región Metropolitana,NA
3010,RCA,Región Metropolitana,NA
3010,RCA,Región Metropolitana,NA
3010,NE,NA,NA
3010,PC,NA,NA
3011,RCA,Región Metropolitana,NA
3012,RCA,Región Metropolitana,NA
3013,RCA,Región Metropolitana,NA
3013,NE,NA,NA
3014,RCA,Región del Libertador General Bernardo O'Higgins,Región del Libertador General Bernardo O'Higgins
3014,NE,NA,NA
3014,PC,NA,NA
3015,RCA,Región Metropolitana,NA
3015,NE,NA,NA
3016,RCA,Región Metropolitana,Región Metropolitana
3017,RCA,Región del Biobío,NA
3018,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
3019,RCA,Región del Biobío,NA
3020,RCA,Región Metropolitana,NA
3021,RCA,Región del Libertador General Bernardo O'Higgins,Región del Libertador General Bernardo O'Higgins
3022,RCA,NA,NA
3023,RCA,Región Metropolitana,Región Metropolitana
3024,RCA,Región de los Lagos,Región de los Lagos
3024,RCA,Región de los Lagos,NA
3024,NE,NA,NA
3025,RCA,Región del Libertador General Bernardo O'Higgins,Región del Libertador General Bernardo O'Higgins
3027,RCA,Región de los Lagos,Región de los Lagos
3028,RCA,Región Metropolitana,Región Metropolitana
3029,RCA,Región Metropolitana,Región Metropolitana
3030,RCA,Región Metropolitana,NA
3031,RCA,Región del Maule,NA
3032,RCA,Región Metropolitana,Región Metropolitana
3033,RCA,Región Metropolitana,NA
3034,RCA,Región Metropolitana,Región Metropolitana
3035,RCA,Región del Maule,Región del Maule
3036,RCA,Región Metropolitana,Región Metropolitana
3037,RCA,Región de Los Ríos,Región de Los Ríos
3038,RCA,Región Metropolitana,Región Metropolitana
3039,RCA,Región Metropolitana,NA
3040,RCA,Región Metropolitana,Región Metropolitana
3041,RCA,Región Metropolitana,Región Metropolitana
3042,RCA,Región Metropolitana,Región Metropolitana
3043,RCA,Región Metropolitana,Región Metropolitana
3044,RCA,Región Metropolitana,Región Metropolitana
3045,RCA,Interregional,Interregional
3045,RCA,Región Metropolitana,Región Metropolitana
3046,RCA,Región Metropolitana,Región Metropolitana
3047,RCA,Región Metropolitana,Región Metropolitana
3048,RCA,Región Metropolitana,Región Metropolitana
3049,RCA,Región Metropolitana,Región Metropolitana
3050,RCA,Región del Maule,Región del Maule
3051,RCA,Región del Maule,Región del Maule
3052,RCA,Región Metropolitana,NA
3053,RCA,Región Metropolitana,Región Metropolitana
3054,RCA,Región Metropolitana,Región Metropolitana
3055,RCA,Región Metropolitana,NA
3055,RCA,Región Metropolitana,NA
3056,RCA,Región Metropolitana,Región Metropolitana
3057,RCA,Región Metropolitana,Región Metropolitana
3058,RCA,Región Metropolitana,Región Metropolitana
3059,RCA,Región Metropolitana,Región Metropolitana
3060,RCA,Región Metropolitana,Región Metropolitana
3061,RCA,Región Metropolitana,Región Metropolitana
3062,RCA,Región Metropolitana,Región Metropolitana
3063,RCA,Región Metropolitana,Región Metropolitana
3064,RCA,Región del Maule,NA
3065,RCA,Región Metropolitana,Región Metropolitana
3066,RCA,Región del Maule,NA
3067,RCA,Región Metropolitana,Región Metropolitana
3068,RCA,Región del Maule,Región del Maule
3069,RCA,Región de los Lagos,Región de los Lagos
3070,RCA,Región Metropolitana,Región Metropolitana
3071,RCA,Región de los Lagos,NA
3072,RCA,Región de los Lagos,NA
3073,RCA,Región Metropolitana,Región Metropolitana
3073,RCA,Región Metropolitana,Región Metropolitana
3074,RCA,Región del Libertador General Bernardo O'Higgins,Región del Libertador General Bernardo O'Higgins
3075,RCA,Región de los Lagos,NA
3076,RCA,Región de los Lagos,NA
3077,RCA,Región del Biobío,NA
3078,RCA,Región de Magallanes y la Antártica Chilena,NA
3078,RCA,Región de Magallanes y la Antártica Chilena,NA
3079,RCA,Región de Magallanes y la Antártica Chilena,NA
3079,RCA,Región de Magallanes y la Antártica Chilena,NA
3079,RCA,Región de Magallanes y la Antártica Chilena,Región de Magallanes y la Antártica Chilena
3079,RCA,Región de Magallanes y la Antártica Chilena,NA
3080,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
3081,RCA,NA,NA
3082,RCA,Interregional,Interregional
3083,RCA,NA,NA
3084,RCA,NA,NA
3085,RCA,Región del Biobío,Región del Biobío
3086,RCA,Región del Biobío,NA
3087,RCA,Región del Biobío,NA
3088,RCA,Región del Biobío,Región del Biobío
3089,RCA,Región del Biobío,Región del Biobío
3090,RCA,NA,NA
3091,RCA,Región del Biobío,NA
3092,RCA,Región del Biobío,NA
3092,RCA,Región del Biobío,NA
3093,RCA,Región del Biobío,NA
3094,RCA,Región del Biobío,NA
3095,RCA,Región del Biobío,Región del Biobío
3096,RCA,Región del Biobío,Región del Biobío
3097,RCA,Región del Biobío,NA
3098,RCA,Región del Biobío,NA
3099,RCA,NA,NA
3099,RCA,Región del Biobío,NA
3100,RCA,Región del Biobío,NA
3101,RCA,Región del Biobío,NA
3102,RCA,Región del Biobío,NA
3103,RCA,Región de Magallanes y la Antártica Chilena,NA
3104,RCA,Región de Magallanes y la Antártica Chilena,NA
3105,RCA,Región del Maule,NA
3106,RCA,Región de los Lagos,Región de los Lagos
3107,RCA,NA,NA
3107,RCA,Región de los Lagos,NA
3108,RCA,Región Metropolitana,Región Metropolitana
3109,RCA,Región del Maule,NA
3110,RCA,Región Metropolitana,Región Metropolitana
3111,RCA,Región del Maule,NA
3111,NE,NA,NA
3112,RCA,Región Metropolitana,NA
3113,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
3114,RCA,Región Metropolitana,NA
3115,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
3115,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
3116,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
3117,RCA,Región del Maule,NA
3118,RCA,Región del Maule,NA
3119,RCA,Región del Maule,Región del Maule
3120,RCA,Región de los Lagos,NA
3121,RCA,Región Metropolitana,NA
3122,RCA,Región Metropolitana,NA
3123,RCA,Región del Maule,Región del Maule
3124,RCA,Región de la Araucanía,NA
3125,RCA,Región del Maule,NA
3126,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
3127,RCA,Región de los Lagos,NA
3128,RCA,Región Metropolitana,NA
3129,RCA,Región de la Araucanía,NA
3130,RCA,Región de los Lagos,NA
3131,RCA,Región de la Araucanía,NA
3132,RCA,Región de Aysén del General Carlos Ibañez del Campo,NA
3133,RCA,Región del Maule,NA
3134,RCA,Región del Maule,NA
3135,RCA,Región Metropolitana,Región Metropolitana
3136,RCA,Región de los Lagos,Región de los Lagos
3136,NE,NA,NA
3137,RCA,Región Metropolitana,NA
3138,RCA,Región del Maule,NA
3139,RCA,Región del Maule,Región del Maule
3139,RCA,Región del Maule,Región del Maule
3140,RCA,Región Metropolitana,NA
3140,RCA,Región Metropolitana,NA
3141,RCA,Región Metropolitana,NA
3142,RCA,Región del Maule,NA
3143,RCA,Región del Maule,NA
3144,RCA,Región del Maule,NA
3145,RCA,Región de los Lagos,NA
3146,RCA,Región Metropolitana,NA
3146,RCA,Región Metropolitana,NA
3147,RCA,Región de los Lagos,NA
3148,RCA,Región Metropolitana,Región Metropolitana
3149,RCA,Región de los Lagos,NA
3149,RCA,Región de los Lagos,NA
3150,RCA,Región de los Lagos,NA
3150,RCA,Región de los Lagos,NA
3152,RCA,NA,NA
3153,RCA,NA,NA
3154,RCA,NA,NA
3155,RCA,NA,NA
3156,RCA,Región del Maule,NA
3157,RCA,Región del Maule,NA
3158,RCA,NA,NA
3159,RCA,Región de los Lagos,Región de los Lagos
3160,RCA,Región de los Lagos,NA
3161,RCA,Región del Maule,NA
3162,RCA,Región del Maule,NA
3163,RCA,Región del Maule,NA
3164,RCA,Región del Maule,NA
3165,RCA,Región del Maule,NA
3166,RCA,Región del Maule,NA
3167,RCA,Región del Maule,NA
3167,NE,NA,NA
3168,RCA,Región del Maule,NA
3169,RCA,Región Metropolitana,NA
3170,RCA,Región de Los Ríos,NA
3171,RCA,Región de los Lagos,Región de los Lagos
3171,RCA,Región de los Lagos,Región de los Lagos
3171,NE,NA,NA
3172,RCA,Región de los Lagos,NA
3173,RCA,Región de los Lagos,NA
3174,RCA,Región de los Lagos,NA
3175,RCA,Región Metropolitana,Región Metropolitana
3176,RCA,Región Metropolitana,Región Metropolitana
3176,RCA,Región Metropolitana,Región Metropolitana
3177,RCA,Región Metropolitana,NA
3178,RCA,Región Metropolitana,NA
3179,RCA,Región Metropolitana,Región Metropolitana
3179,RCA,Región Metropolitana,Región Metropolitana
3179,NE,NA,NA
3180,RCA,Región Metropolitana,Región Metropolitana
3180,RCA,Región Metropolitana,Región Metropolitana
3181,RCA,NA,NA
3181,RCA,NA,NA
3182,RCA,Región Metropolitana,NA
3183,RCA,NA,NA
3183,RCA,NA,NA
3184,RCA,Región Metropolitana,Región Metropolitana
3184,RCA,Región Metropolitana,Región Metropolitana
3184,NE,NA,NA
3185,RCA,Región Metropolitana,Región Metropolitana
3185,RCA,Región Metropolitana,Región Metropolitana
3186,RCA,Región Metropolitana,Región Metropolitana
3186,NE,NA,NA
3187,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
3187,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
3187,RCA,Región de Aysén del General Carlos Ibañez del Campo,Región de Aysén del General Carlos Ibañez del Campo
3188,RCA,Región Metropolitana,Región Metropolitana
3189,RCA,Región del Biobío,NA
3190,RCA,Región del Biobío,Región del Biobío
3191,RCA,Región de la Araucanía,NA
3192,RCA,Región Metropolitana,Región Metropolitana
3193,RCA,Interregional,Interregional
3194,RCA,Región Metropolitana,Región Metropolitana
3195,RCA,Región del Biobío,NA
3196,RCA,Región de los Lagos,NA
3197,RCA,Interregional,Interregional
3198,RCA,Región Metropolitana,NA
3199,RCA,Región del Biobío,NA
3200,RCA,Región Metropolitana,NA
3200,RCA,Región Metropolitana,NA
3201,RCA,Región de los Lagos,NA
3202,RCA,Región de los Lagos,Región de los Lagos
3203,RCA,Región de los Lagos,Región de los Lagos
3203,RCA,Región de los Lagos,Región de los Lagos
3203,RCA,Región de los Lagos,Región de los Lagos
3204,RCA,Región de los Lagos,Región de los Lagos
3205,RCA,Región de los Lagos,Región de los Lagos
3206,RCA,Región de los Lagos,Región de los Lagos
3207,RCA,Región de los Lagos,NA
3208,RCA,Región de los Lagos,NA
3209,RCA,Región de los Lagos,Región de los Lagos
3210,RCA,Región de los Lagos,NA
3211,RCA,Región de los Lagos,NA
3212,RCA,Región de Los Ríos,Región de Los Ríos
3213,RCA,Región de los Lagos,NA
3214,RCA,Región de los Lagos,NA
3215,RCA,Región de los Lagos,Región de los Lagos
3216,RCA,Región de los Lagos,Región de los Lagos
3217,RCA,Región de los Lagos,Región de los Lagos
3218,RCA,Región de los Lagos,Región de los Lagos
3219,RCA,Región de los Lagos,Región de los Lagos
3220,RCA,Región de los Lagos,Región de los Lagos
3221,RCA,Región de los Lagos,Región de los Lagos
3222,RCA,Región de los Lagos,Región de los Lagos
3224,RCA,Región de los Lagos,Región de los Lagos
3225,RCA,Región de los Lagos,Región de los Lagos
3226,RCA,Región de los Lagos,Región de los Lagos
3227,RCA,Región de los Lagos,Región de los Lagos
3227,RCA,Región de los Lagos,NA
3228,RCA,Región de los Lagos,Región de los Lagos
3229,RCA,Región de los Lagos,Región de los Lagos
3230,RCA,Región de los Lagos,Región de los Lagos
3231,RCA,Región de los Lagos,Región de los Lagos
3232,RCA,Región de los Lagos,Región de los Lagos
3233,RCA,Región de los Lagos,Región de los Lagos
3234,RCA,Región de los Lagos,Región de los Lagos
3235,RCA,Región de los Lagos,Región de los Lagos
3236,RCA,Región de los Lagos,Región de los Lagos
3237,RCA,Región de los Lagos,Región de los Lagos
3238,RCA,Región de los Lagos,Región de los Lagos
3239,RCA,Región de los Lagos,Región de los Lagos
3240,RCA,Región de los Lagos,Región de los Lagos
3241,RCA,Región de los Lagos,Región de los Lagos
3242,RCA,Región de los Lagos,Región de los Lagos
3243,RCA,Región de los Lagos,Región de los Lagos
3244,RCA,Región de los Lagos,Región de los Lagos
3245,RCA,Región de los Lagos,Región de los Lagos
