UnidadFiscalizableId,RegionNombre,Latitud,Longitud,CategoriaEconomicaNombre
3062,Región Metropolitana,-33.6986,-70.9902,Saneamiento Ambiental
3063,Región Metropolitana,-33.1065,-70.7937,Saneamiento Ambiental
3064,Región del Maule,-35.883678,-71.489394,Saneamiento Ambiental
3065,Región Metropolitana,NA,NA,Saneamiento Ambiental
3066,Región del Maule,-34.921134,-71.23207,Saneamiento Ambiental
3067,Región Metropolitana,-33.6541,-70.9001,Saneamiento Ambiental
3068,Región del Maule,-34.997445,-71.23003,Saneamiento Ambiental
3069,Región de los Lagos,-42.503472,-73.607778,Pesca y Acuicultura
3070,Región Metropolitana,-33.58601,-70.54523,Infraestructura Hidráulica
3071,Región de los Lagos,-43.144722,-73.730278,Pesca y Acuicultura
3072,Región de los Lagos,-43.142778,-73.730278,Pesca y Acuicultura
3073,Región Metropolitana,-33.29687093,-70.73640812,Instalación fabril
3074,Región del Libertador General Bernardo O'Higgins,-34.4193,-71.102958,Saneamiento Ambiental
3075,Región de los Lagos,-41.85695119,-73.96265636,Saneamiento Ambiental
3076,Región de los Lagos,NA,NA,Pesca y Acuicultura
3077,Región del Biobío,-36.980164,-72.908717,Equipamiento
3078,Región de Magallanes y la Antártica Chilena,-51.07248,-73.094052,Equipamiento
3079,Región de Magallanes y la Antártica Chilena,-51.0079055,-73.176503,Equipamiento
3080,Región de Aysén del General Carlos Ibañez del Campo,-44.896795,-73.7279,Pesca y Acuicultura
3081,Región del Biobío,NA,NA,Saneamiento Ambiental
3082,Región del Biobío,NA,NA,Saneamiento Ambiental
3083,Región de Ñuble,-36.705555,-71.908333,Saneamiento Ambiental
3084,Región del Biobío,-36.545971,-72.926674,Saneamiento Ambiental
3085,Región del Biobío,NA,NA,Saneamiento Ambiental
3086,Región de Ñuble,NA,NA,Saneamiento Ambiental
3087,Región del Biobío,NA,NA,Saneamiento Ambiental
3088,Región del Biobío,-37.63276,-73.445572,Saneamiento Ambiental
3089,Región del Biobío,-37.216667,-73.433333,Saneamiento Ambiental
3090,Región del Biobío,-36.630964,-72.791328,Saneamiento Ambiental
3091,Región de Ñuble,-36.0766616,-72.781008,Saneamiento Ambiental
3092,Región de Ñuble,-37.132762,-72.187053,Saneamiento Ambiental
3093,Región de Ñuble,-36.580555,-71.765278,Saneamiento Ambiental
3094,Región de Ñuble,-36.66666,-71.666666,Saneamiento Ambiental
3095,Región del Biobío,-37.081189,-73.16329,Saneamiento Ambiental
3096,Región del Biobío,NA,NA,Saneamiento Ambiental
3097,Región de Ñuble,NA,NA,Saneamiento Ambiental
3098,Región de Ñuble,-36.666666,-72.333333,Saneamiento Ambiental
3099,Región del Biobío,-38.333333,-73.483333,Saneamiento Ambiental
3100,Región de Ñuble,NA,NA,Saneamiento Ambiental
3101,Región de Ñuble,NA,NA,Saneamiento Ambiental
3102,Región de Ñuble,-36.546573,-72.092861,Saneamiento Ambiental
3103,Región de Magallanes y la Antártica Chilena,-55.010306,-69.277672,Otras categorías
3104,Región de Magallanes y la Antártica Chilena,-53.534747,-72.35795,Otras categorías
3105,Región del Maule,NA,NA,Saneamiento Ambiental
3106,Región de los Lagos,NA,NA,Saneamiento Ambiental
3107,Región de los Lagos,-41.724369,-73.6834735,Saneamiento Ambiental
3108,Región Metropolitana,-33.6104,-70.5376,Saneamiento Ambiental
3109,Región del Maule,NA,NA,Saneamiento Ambiental
3110,Región Metropolitana,-33.7631,-70.736,Saneamiento Ambiental
3111,Región del Maule,NA,NA,Saneamiento Ambiental
3112,Región Metropolitana,NA,NA,Saneamiento Ambiental
3113,Región de Aysén del General Carlos Ibañez del Campo,-46.54847,-71.719831,Saneamiento Ambiental
3114,Región Metropolitana,NA,NA,Saneamiento Ambiental
3115,Región de Aysén del General Carlos Ibañez del Campo,-45.821957,-73.027237,Equipamiento
3116,Región de Aysén del General Carlos Ibañez del Campo,NA,NA,Equipamiento
3117,Región del Maule,NA,NA,Equipamiento
3118,Región del Maule,NA,NA,Equipamiento
3119,Región del Maule,NA,NA,Saneamiento Ambiental
3120,Región de los Lagos,-43.185767,-71.866666,Saneamiento Ambiental
3121,Región Metropolitana,NA,NA,Saneamiento Ambiental
3122,Región Metropolitana,NA,NA,Equipamiento
3123,Región del Maule,NA,NA,Saneamiento Ambiental
3124,Región de la Araucanía,NA,NA,Saneamiento Ambiental
3125,Región del Maule,NA,NA,Saneamiento Ambiental
3126,Región de Aysén del General Carlos Ibañez del Campo,NA,NA,Saneamiento Ambiental
3127,Región de los Lagos,NA,NA,Saneamiento Ambiental
3128,Región Metropolitana,-33.433369,-70.840897,Equipamiento
3129,Región de la Araucanía,NA,NA,Saneamiento Ambiental
3130,Región de los Lagos,NA,NA,Saneamiento Ambiental
3131,Región de la Araucanía,-38.668333,-72.123056,Saneamiento Ambiental
3132,Región de Aysén del General Carlos Ibañez del Campo,NA,NA,Saneamiento Ambiental
3133,Región del Maule,NA,NA,Saneamiento Ambiental
3134,Región del Maule,NA,NA,Saneamiento Ambiental
3135,Región Metropolitana,NA,NA,Saneamiento Ambiental
3136,Región de los Lagos,-40.97825124,-72.88546272,Saneamiento Ambiental
3137,Región Metropolitana,NA,NA,Saneamiento Ambiental
3138,Región del Maule,NA,NA,Saneamiento Ambiental
3139,Región del Maule,-35.363012,-72.277276,Saneamiento Ambiental
3140,Región Metropolitana,NA,NA,Saneamiento Ambiental
3141,Región Metropolitana,NA,NA,Saneamiento Ambiental
3142,Región del Maule,NA,NA,Saneamiento Ambiental
3143,Región del Maule,-35.25,-71.333333,Saneamiento Ambiental
3144,Región del Maule,NA,NA,Saneamiento Ambiental
3145,Región de los Lagos,-41.03940934,-73.40515984,Saneamiento Ambiental
3146,Región Metropolitana,NA,NA,Saneamiento Ambiental
3147,Región de los Lagos,-41.829741,-73.523177,Saneamiento Ambiental
3148,Región Metropolitana,NA,NA,Saneamiento Ambiental
3149,Región de los Lagos,-42.430763,-73.604783,Saneamiento Ambiental
3150,Región de los Lagos,-42.533333,-74,Saneamiento Ambiental
3151,Región de Tarapacá,NA,NA,NA
3152,Región de Aysén del General Carlos Ibañez del Campo,-45.81361884,-71.91661924,Saneamiento Ambiental
3153,Región de Aysén del General Carlos Ibañez del Campo,-45.26838015,-71.7157958,Saneamiento Ambiental
3154,Región de Aysén del General Carlos Ibañez del Campo,-45.71272377,-72.079053,Saneamiento Ambiental
3155,Región de Aysén del General Carlos Ibañez del Campo,-45.37162991,-71.99352312,Saneamiento Ambiental
3156,Región del Maule,NA,NA,Saneamiento Ambiental
3157,Región del Maule,NA,NA,Saneamiento Ambiental
3158,Región del Maule,NA,NA,Saneamiento Ambiental
3159,Región de los Lagos,-42.604311,-73.680118,Saneamiento Ambiental
3160,Región de los Lagos,-42.157888,-73.488662,Saneamiento Ambiental
3161,Región del Maule,NA,NA,Saneamiento Ambiental
3162,Región del Maule,-34.882939,-71.274314,Saneamiento Ambiental
3163,Región del Maule,NA,NA,Saneamiento Ambiental
3164,Región del Maule,NA,NA,Saneamiento Ambiental
3165,Región del Maule,NA,NA,Saneamiento Ambiental
3166,Región del Maule,NA,NA,Saneamiento Ambiental
3167,Región del Maule,-34.77486209,-72.06288602,Saneamiento Ambiental
3168,Región del Maule,NA,NA,Saneamiento Ambiental
3169,Región Metropolitana,-33.446923,-70.693496,Instalación fabril
3170,Región de Los Ríos,-40.078085,-73.366129,Otras categorías
3171,Región de los Lagos,NA,NA,Pesca y Acuicultura
3172,Región de los Lagos,-41.565036,-73.672806,Pesca y Acuicultura
3173,Región de los Lagos,-41.586579,-73.647106,Pesca y Acuicultura
3174,Región de los Lagos,-41.65292,-73.664465,Pesca y Acuicultura
3175,Región Metropolitana,-33.722066,-70.747627,Saneamiento Ambiental
3176,Región Metropolitana,-33.42629,-70.774058,Instalación fabril
3177,Región Metropolitana,-33.390264,-70.765112,Agroindustrias
3178,Región Metropolitana,-33.424811,-70.778459,Agroindustrias
3179,Región Metropolitana,-33.773839,-70.742462,Agroindustrias
3180,Región Metropolitana,-33.5246,-70.7082,Instalación fabril
3181,Región Metropolitana,-33.5163395,-70.735582,Instalación fabril
3182,Región Metropolitana,-33.338044,-70.706689,Agroindustrias
3183,Región del Biobío,-36.96,-73.171944,Pesca y Acuicultura
3184,Región Metropolitana,-33.2694755,-70.858585,Agroindustrias
3185,Región Metropolitana,-33.7908584,-70.74829057,Agroindustrias
3186,Región Metropolitana,-33.375286,-70.753547,Agroindustrias
3187,Región de Aysén del General Carlos Ibañez del Campo,-45.7694475,-74.566021,Pesca y Acuicultura
3188,Región Metropolitana,-33.600517,-70.611228,Transportes y almacenajes
3189,Región del Biobío,NA,NA,Transportes y almacenajes
3190,Región del Biobío,NA,NA,Transportes y almacenajes
3191,Región de la Araucanía,-38.760067,-72.677464,Transportes y almacenajes
3192,Región del Biobío,-36.745254,-73.120807,Transportes y almacenajes
3193,Región del Maule,-35.421113,-71.836499,Agroindustrias
3194,Región Metropolitana,-33.426667,-70.778615,Transportes y almacenajes
3195,Región del Biobío,NA,NA,Minería
3196,Región de los Lagos,-41.867104,-73.767136,Pesca y Acuicultura
3197,Región Metropolitana,-33.308975,-70.706999,Instalación fabril
3198,Región Metropolitana,-33.560417,-70.719578,Instalación fabril
3199,Región del Biobío,-37.204514,-72.839356,Saneamiento Ambiental
3200,Región Metropolitana,-33.310309,-70.725993,Instalación fabril
3201,Región de los Lagos,NA,NA,Saneamiento Ambiental
3202,Región de los Lagos,-41.799494,-73.36097,Pesca y Acuicultura
3203,Región de los Lagos,-42.21001106,-72.64493078,Pesca y Acuicultura
3204,Región de los Lagos,-43.143323,-73.666341,Pesca y Acuicultura
3205,Región de los Lagos,-43.140199,-73.651038,Pesca y Acuicultura
3206,Región de los Lagos,-42.118645,-73.439255,Pesca y Acuicultura
3207,Región de los Lagos,-42.108725,-73.43003889,Pesca y Acuicultura
3208,Región de los Lagos,-43.135498,-73.739411,Pesca y Acuicultura
3209,Región de los Lagos,-41.78456,-73.150377,Pesca y Acuicultura
3210,Región de los Lagos,-43.140245,-73.661821,Pesca y Acuicultura
3211,Región de los Lagos,-43.143103,-73.6699,Pesca y Acuicultura
3212,Región de los Lagos,-43.143076,-73.654431,Pesca y Acuicultura
3213,Región de los Lagos,-41.833919,-73.107517,Pesca y Acuicultura
3214,Región de los Lagos,-41.804098,-73.09761,Pesca y Acuicultura
3215,Región de los Lagos,-42.462089,-73.305225,Pesca y Acuicultura
3216,Región de los Lagos,NA,NA,Pesca y Acuicultura
3217,Región de los Lagos,-42.436393,-73.281384,Pesca y Acuicultura
3218,Región de los Lagos,-42.325641,-73.196427,Pesca y Acuicultura
3219,Región de los Lagos,-42.34748,-73.479018,Pesca y Acuicultura
3220,Región de los Lagos,-42.582523,-73.280653,Pesca y Acuicultura
3221,Región de los Lagos,-41.67691,-72.373961,Pesca y Acuicultura
3222,Región de los Lagos,-41.493593,-72.328761,Pesca y Acuicultura
3223,NA,NA,NA,NA
3224,Región de los Lagos,-42.957575,-73.554167,Pesca y Acuicultura
3225,Región de los Lagos,-42.476368,-73.799869,Pesca y Acuicultura
3226,Región de los Lagos,-42.436714,-73.476828,Pesca y Acuicultura
3227,Región de los Lagos,-42.678611,-73.551111,Pesca y Acuicultura
3228,Región de los Lagos,-42.590385,-73.235648,Pesca y Acuicultura
3229,Región de los Lagos,-41.700355,-72.527402,Pesca y Acuicultura
3230,Región de los Lagos,-42.709445,-73.061938,Pesca y Acuicultura
3231,Región de los Lagos,-42.566826,-73.607505,Pesca y Acuicultura
3232,Región de los Lagos,-42.591386,-73.667496,Pesca y Acuicultura
3233,Región de los Lagos,-43.158329,-73.549717,Pesca y Acuicultura
3234,Región de los Lagos,-42.46056,-73.253249,Pesca y Acuicultura
3235,Región de los Lagos,-42.580004,-73.386664,Pesca y Acuicultura
3236,Región de los Lagos,-42.52639,-73.418056,Pesca y Acuicultura
3237,Región de los Lagos,-42.566276,-73.600816,Pesca y Acuicultura
3238,Región de los Lagos,-42.526118,-73.417892,Pesca y Acuicultura
3239,Región de los Lagos,-42.039544,-72.527292,Pesca y Acuicultura
3240,Región de los Lagos,-42.573,-73.392,Pesca y Acuicultura
3241,Región de los Lagos,-43.151,-73.55,Pesca y Acuicultura
3242,Región de los Lagos,-42.431969,-73.517932,Pesca y Acuicultura
3243,Región de los Lagos,-42.457657,-73.502999,Pesca y Acuicultura
3244,Región de los Lagos,-42.19586,-72.57267,Pesca y Acuicultura
3245,Región de los Lagos,-41.70624,-72.88739,Pesca y Acuicultura
3246,Región de los Lagos,-41.801603,-73.190102,Pesca y Acuicultura
3247,Región de los Lagos,-43.0136,-72.823,Pesca y Acuicultura
3248,NA,NA,NA,NA
3249,Región de los Lagos,-42.6449,-73.45553,Pesca y Acuicultura
3250,Región de los Lagos,-42.635609,-73.535964,Pesca y Acuicultura
3251,Región de los Lagos,-42.632686,-73.578426,Pesca y Acuicultura
3252,Región de los Lagos,-42.653202,-73.6825,Pesca y Acuicultura
3253,Región de los Lagos,-42.579086,-73.418992,Pesca y Acuicultura
3254,Región de los Lagos,-42.643583,-73.664472,Pesca y Acuicultura
3255,Región de los Lagos,-43.051511,-73.5726,Pesca y Acuicultura
3256,Región de los Lagos,-42.467364,-73.754061,Pesca y Acuicultura
3257,Región de los Lagos,-42.70333,-73.674939,Pesca y Acuicultura
3258,Región de los Lagos,-42.350333,-73.566667,Pesca y Acuicultura
3259,Región de los Lagos,-41.62411,-72.36103,Pesca y Acuicultura
3260,Región de los Lagos,-41.659086,-72.41447,Pesca y Acuicultura
3261,Región de los Lagos,-43.11289,-73.602462,Saneamiento Ambiental
3262,Región de los Lagos,-42.51594,-73.249941,Pesca y Acuicultura
3263,Región de los Lagos,-43.352049,-73.787688,Pesca y Acuicultura
3264,Región de los Lagos,-41.632504,-72.329152,Pesca y Acuicultura
3265,Región de los Lagos,-42.33618,-72.460757,Pesca y Acuicultura
3266,Región de los Lagos,-42.876095,-73.585461,Pesca y Acuicultura
3267,Región de los Lagos,-41.715329,-73.000521,Pesca y Acuicultura
3268,Región de los Lagos,-41.706022,-72.9533,Pesca y Acuicultura
3269,Región de los Lagos,-42.567034,-73.704259,Pesca y Acuicultura
3270,Región de los Lagos,-42.224994,-72.53306,Pesca y Acuicultura
3271,Región de los Lagos,-41.81094,-73.320336,Pesca y Acuicultura
3272,Región de los Lagos,-42.477898,-73.579101,Pesca y Acuicultura
3273,Región de los Lagos,-42.534497,-73.773074,Pesca y Acuicultura
3274,Región de los Lagos,-42.4749,-73.624204,Pesca y Acuicultura
3275,Región de los Lagos,-42.478297,-73.553397,Pesca y Acuicultura
3276,Región de los Lagos,-42.542559,-73.76567,Pesca y Acuicultura
3277,Región de los Lagos,-43.317631,-73.79677,Pesca y Acuicultura
3278,Región de los Lagos,-42.035675,-72.446711,Pesca y Acuicultura
3279,Región de los Lagos,-43.026765,-72.78539,Pesca y Acuicultura
3280,Región de los Lagos,-42.983562,-72.796178,Pesca y Acuicultura
3281,Región de los Lagos,-42.709,-73.064,Pesca y Acuicultura
3282,Región de los Lagos,-42.947267,-73.541396,Pesca y Acuicultura
3283,Región de los Lagos,-42.064962,-72.456686,Pesca y Acuicultura
3284,Región de los Lagos,-42.538611,-73.588331,Pesca y Acuicultura
3285,Región de los Lagos,-41.819749,-73.232201,Pesca y Acuicultura
3286,Región de los Lagos,-42.101202,-72.466097,Pesca y Acuicultura
3287,Región de los Lagos,-42.097248,-72.466073,Pesca y Acuicultura
3288,Región de los Lagos,-42.610837,-73.420833,Pesca y Acuicultura
3289,Región de los Lagos,-42.093703,-72.466202,Pesca y Acuicultura
3290,Región de los Lagos,-42.2393,-72.4479,Pesca y Acuicultura
3291,Región de los Lagos,-41.793525,-73.07768,Pesca y Acuicultura
3292,Región de los Lagos,-41.809064,-73.115304,Pesca y Acuicultura
3293,Región de los Lagos,-42.559145,-73.686844,Pesca y Acuicultura
3294,Región de los Lagos,-42.558537,-73.677075,Pesca y Acuicultura
3295,Región de los Lagos,-42.359375,-73.569777,Pesca y Acuicultura
3296,Región de los Lagos,-42.598616,-73.782239,Pesca y Acuicultura
3297,Región de los Lagos,-42.582038,-73.758871,Pesca y Acuicultura
3298,Región de los Lagos,-42.581063,-73.756173,Pesca y Acuicultura
3299,Región de los Lagos,-42.562359,-73.730755,Pesca y Acuicultura
3300,Región de los Lagos,-42.567608,-73.712897,Pesca y Acuicultura
3301,Región de los Lagos,-42.064445,-72.637492,Pesca y Acuicultura
3302,Región de los Lagos,-41.734042,-73.174881,Pesca y Acuicultura
3303,Región de los Lagos,-42.744937,-73.634054,Pesca y Acuicultura
3304,Región de los Lagos,-41.923871,-72.434927,Pesca y Acuicultura
3305,Región de los Lagos,-41.92169,-72.436449,Pesca y Acuicultura
3306,Región de Tarapacá,-20.4092,-69.8642,Minería
3307,Región de los Lagos,-42.389259,-73.670237,Pesca y Acuicultura
3308,Región de los Lagos,-42.388848,-73.413546,Pesca y Acuicultura
3309,Región de los Lagos,-42.56968,-73.318214,Pesca y Acuicultura
3310,Región de los Lagos,-42.626547,-73.747622,Pesca y Acuicultura
3311,Región de los Lagos,-43.283708,-73.658126,Pesca y Acuicultura
3312,Región de los Lagos,-42.691661,-73.675974,Pesca y Acuicultura
3313,Región de los Lagos,-42.69167,-73.666672,Pesca y Acuicultura
3314,Región de los Lagos,-42.854854,-73.564811,Saneamiento Ambiental
3315,Región de Valparaíso,-33.602113,-71.620025,Infraestructura Portuaria
3316,Región de los Lagos,-42.396102,-73.100892,Pesca y Acuicultura
3317,Región de los Lagos,-41.726288,-72.691159,Pesca y Acuicultura
3318,Región de los Lagos,-41.14026,-72.317555,Infraestructura Portuaria
3319,Región de los Lagos,-41.133045,-72.254879,Infraestructura Portuaria
3320,Región Metropolitana,-33.559741,-70.718875,Instalación fabril
3321,Región Metropolitana,-33.544325,-70.697634,Instalación fabril
3322,Región de Aysén del General Carlos Ibañez del Campo,-45.171212,-73.476782,Pesca y Acuicultura
3323,Región Metropolitana,NA,NA,NA
3324,Región de los Lagos,-42.003783,-72.691182,Equipamiento
3325,Región Metropolitana,-33.0481,-71.001247,Equipamiento
3326,Región de la Araucanía,-38.6088,-72.8458,Saneamiento Ambiental
3327,Región de la Araucanía,NA,NA,Saneamiento Ambiental
3328,Región de la Araucanía,NA,NA,Saneamiento Ambiental
3329,Región de Ñuble,-36.5,-72.25,Saneamiento Ambiental
3330,Región Metropolitana,-33.685666,-70.852408,Equipamiento
3331,NA,NA,NA,NA
3332,Región del Maule,-35.749528,-71.533534,Saneamiento Ambiental
3333,Región de Aysén del General Carlos Ibañez del Campo,NA,NA,Saneamiento Ambiental
3334,Región del Maule,NA,NA,Saneamiento Ambiental
3335,Región del Maule,NA,NA,Saneamiento Ambiental
3336,Región del Maule,NA,NA,Saneamiento Ambiental
3337,Región del Maule,NA,NA,Saneamiento Ambiental
3338,Región de Ñuble,NA,NA,Saneamiento Ambiental
3339,Región de Ñuble,-36.366666,-71.883333,Saneamiento Ambiental
3340,Región del Maule,NA,NA,Saneamiento Ambiental
3341,Región del Maule,NA,NA,Saneamiento Ambiental
3342,Región del Biobío,NA,NA,Saneamiento Ambiental
3343,Región del Maule,NA,NA,Saneamiento Ambiental
3344,Región del Maule,NA,NA,Saneamiento Ambiental
3345,Región de la Araucanía,-38.766667,-72.583333,Saneamiento Ambiental
3346,Región del Maule,-36.001792,-71.829906,Saneamiento Ambiental
3347,Región del Maule,NA,NA,Saneamiento Ambiental
3348,Región del Maule,NA,NA,Saneamiento Ambiental
3349,Región del Maule,-35.25,-71.283333,Saneamiento Ambiental
3350,Región del Maule,NA,NA,Saneamiento Ambiental
3351,Región de Ñuble,NA,NA,Saneamiento Ambiental
3352,Región del Maule,NA,NA,Saneamiento Ambiental
3353,Región de Aysén del General Carlos Ibañez del Campo,-45.407,-72.4836,Saneamiento Ambiental
3354,Región del Maule,-35.543804,-71.48039,Saneamiento Ambiental
3355,Región del Maule,NA,NA,Saneamiento Ambiental
3356,Región del Maule,NA,NA,Saneamiento Ambiental
3357,Región del Maule,NA,NA,Saneamiento Ambiental
3358,Región de Aysén del General Carlos Ibañez del Campo,-45.4497,-72.7762,Saneamiento Ambiental
3359,Región del Maule,NA,NA,Saneamiento Ambiental
3360,Región del Maule,-35.6,-71.55,Saneamiento Ambiental
3361,Región de Aysén del General Carlos Ibañez del Campo,-46.833333,-72.716667,Saneamiento Ambiental
3362,Región del Maule,NA,NA,Saneamiento Ambiental
3363,Región del Maule,NA,NA,Saneamiento Ambiental
3364,Región del Biobío,-37.95,-73.4,Saneamiento Ambiental
3365,Región de Aysén del General Carlos Ibañez del Campo,-44.15068116,-73.12705994,Saneamiento Ambiental
3366,Región del Maule,-35.546,-71.5186,Saneamiento Ambiental
3367,Región del Maule,-34.934393,-70.984282,Saneamiento Ambiental
3368,Región del Maule,NA,NA,Saneamiento Ambiental
3369,Región del Maule,NA,NA,Saneamiento Ambiental
3370,Región del Maule,NA,NA,Saneamiento Ambiental
3371,Región de Ñuble,-36.85,-72.05,Saneamiento Ambiental
3372,Región del Maule,-35.466659,-71.833333,Saneamiento Ambiental
3373,Región del Biobío,-37.327778,-71.672222,Saneamiento Ambiental
3374,Región del Biobío,NA,NA,Saneamiento Ambiental
3375,Región del Maule,-35.016666,-71.783333,Saneamiento Ambiental
3376,Región del Maule,NA,NA,Saneamiento Ambiental
3377,Región de Ñuble,-36.633333,-71.75,Saneamiento Ambiental
3378,Región del Maule,-35.916666,-71.833333,Saneamiento Ambiental
3379,Región del Maule,NA,NA,Saneamiento Ambiental
3380,Región del Maule,-36.083333,-71.6,Saneamiento Ambiental
3381,Región del Maule,NA,NA,Saneamiento Ambiental
3382,Región del Maule,-35.966667,-71.566667,Saneamiento Ambiental
3383,Región del Biobío,-37.616667,-72.6,Saneamiento Ambiental
3384,Región del Biobío,-37.416666,-72.266667,Saneamiento Ambiental
3385,Región de Ñuble,-36.466666,-71.801667,Saneamiento Ambiental
3386,Región del Maule,NA,NA,Saneamiento Ambiental
3387,Región de Ñuble,-36.517604,-72.181106,Saneamiento Ambiental
3388,Región del Biobío,NA,NA,Saneamiento Ambiental
3389,Región del Maule,-36.001792,-71.829906,Saneamiento Ambiental
3390,Región del Maule,-34.893012,-71.030108,Saneamiento Ambiental
3391,Región del Biobío,NA,NA,Saneamiento Ambiental
3392,Región del Maule,NA,NA,Saneamiento Ambiental
3393,Región del Maule,NA,NA,Saneamiento Ambiental
3394,Región del Biobío,-37.466661,-72.483333,Saneamiento Ambiental
3395,Región del Biobío,-37.25,-72.65,Saneamiento Ambiental
3396,Región del Maule,NA,NA,Saneamiento Ambiental
3397,Región del Biobío,-37.628069,-73.451316,Saneamiento Ambiental
3398,Región del Maule,NA,NA,Saneamiento Ambiental
3399,Región del Maule,NA,NA,Saneamiento Ambiental
3400,Región del Maule,NA,NA,Saneamiento Ambiental
3401,Región del Maule,-35.567261,-71.273075,Saneamiento Ambiental
3402,Región del Maule,-35.363012,-72.277276,Saneamiento Ambiental
3403,Región del Biobío,NA,NA,Saneamiento Ambiental
3404,Región del Maule,-35.052196,-71.476103,Saneamiento Ambiental
3405,Región del Biobío,NA,NA,Saneamiento Ambiental
3406,Región del Maule,-35.673028,-71.476196,Saneamiento Ambiental
3407,Región del Maule,NA,NA,Saneamiento Ambiental
3408,Región del Maule,NA,NA,Saneamiento Ambiental
3409,Región Metropolitana,NA,NA,Saneamiento Ambiental
3410,Región del Maule,NA,NA,Saneamiento Ambiental
3411,Región del Maule,NA,NA,Saneamiento Ambiental
3412,Región del Maule,NA,NA,Saneamiento Ambiental
3413,Región del Biobío,NA,NA,Saneamiento Ambiental
3414,Región del Maule,-35.457888,-71.780683,Saneamiento Ambiental
3415,Región del Maule,NA,NA,Saneamiento Ambiental
3416,Región del Maule,NA,NA,Saneamiento Ambiental
3417,Región del Maule,NA,NA,Saneamiento Ambiental
3418,Región del Maule,NA,NA,Saneamiento Ambiental
3419,NA,NA,NA,NA
3420,Región del Maule,-35.635683,-71.405274,Saneamiento Ambiental
3421,Región de Aysén del General Carlos Ibañez del Campo,NA,NA,Saneamiento Ambiental
3422,Región del Maule,NA,NA,Saneamiento Ambiental
3423,Región de Ñuble,NA,NA,Saneamiento Ambiental
3424,Región del Maule,-35.7,-71.5,Saneamiento Ambiental
3425,Región del Maule,NA,NA,Saneamiento Ambiental
3426,Región del Maule,-35.566655,-71.467874,Saneamiento Ambiental
3427,Región del Maule,-36.107577,-71.444849,Saneamiento Ambiental
3428,Región del Maule,NA,NA,Saneamiento Ambiental
3429,Región del Biobío,-37.366666,-73.333336,Saneamiento Ambiental
3430,Región del Maule,NA,NA,Saneamiento Ambiental
3431,Región del Maule,-36.066666,-71.816667,Saneamiento Ambiental
3432,Región del Maule,-35.58,-71.645,Saneamiento Ambiental
3433,Región del Maule,-35.363012,-72.277276,Saneamiento Ambiental
3434,Región del Maule,NA,NA,Saneamiento Ambiental
3435,Región de Aysén del General Carlos Ibañez del Campo,-45.4972705,-72.2411215,Saneamiento Ambiental
3436,Región del Maule,NA,NA,Saneamiento Ambiental
3437,Región de Ñuble,-36.647372,-72.218892,Saneamiento Ambiental
3438,Región de Ñuble,NA,NA,Saneamiento Ambiental
3439,Región del Biobío,NA,NA,Saneamiento Ambiental
3440,Región del Maule,NA,NA,Saneamiento Ambiental
3441,Región del Maule,NA,NA,Saneamiento Ambiental
3442,Región del Maule,-35.061908,-71.177087,Saneamiento Ambiental
3443,Región de Ñuble,NA,NA,Saneamiento Ambiental
3444,Región del Maule,-35.828171,-71.501134,Saneamiento Ambiental
3445,Región del Maule,NA,NA,Saneamiento Ambiental
3446,Región del Maule,-35.26774,-71.259021,Saneamiento Ambiental
3447,Región del Maule,-36.261151,-71.650411,Saneamiento Ambiental
3448,Región de Ñuble,NA,NA,Saneamiento Ambiental
3449,Región de los Lagos,-43.140555,-73.730278,Pesca y Acuicultura
3450,Región de los Lagos,-41.604065,-72.680548,Pesca y Acuicultura
3451,Región de los Lagos,NA,NA,Infraestructura Portuaria
3452,Región de los Lagos,-42.359619,-73.8129,Saneamiento Ambiental
3453,Región de Magallanes y la Antártica Chilena,-52.87670163,-69.92340852,Minería
3454,Región de Magallanes y la Antártica Chilena,-52.201165,-69.698956,Minería
3455,Región de Magallanes y la Antártica Chilena,-52.200524,-69.801196,Minería
3456,Región de Magallanes y la Antártica Chilena,-52.12104,-69.65492,Minería
3457,Región de Magallanes y la Antártica Chilena,-52.94516,-70.12848,Minería
3458,Región de Magallanes y la Antártica Chilena,-53.3840372,-69.9020849,Minería
3459,Región de Magallanes y la Antártica Chilena,-52.357962,-69.806375,Minería
3460,Región de Magallanes y la Antártica Chilena,-52.126018,-69.697779,Minería
3461,Región de Magallanes y la Antártica Chilena,-52.112182,-70.013465,Minería
3462,Región del Biobío,-36.807789,-73.094121,Minería
3463,Región de los Lagos,-42.341536,-73.553781,Pesca y Acuicultura
3464,Región de los Lagos,-41.856553,-73.880947,Pesca y Acuicultura
3465,Región del Maule,-35.63121256,-72.46728306,Minería
3466,Región del Biobío,-36.80744,-73.099748,Minería
3467,Región del Biobío,-36.808052,-73.093996,Minería
3468,Región de la Araucanía,NA,NA,Minería
3469,Región de la Araucanía,-38.976914,-71.991711,Minería
3470,Región de Los Ríos,-40.18028,-72.88573,Minería
3471,Región de Los Ríos,-39.538195,-72.854794,Minería
3472,Región de Los Ríos,-39.538432,-72.894801,Minería
3473,Región de los Lagos,-40.753033,-72.971834,Minería
3474,Región de los Lagos,-40.682039,-73.107725,Minería
3475,Región de los Lagos,-40.681949,-73.106639,Minería
3476,Región de Los Ríos,-39.767558,-72.704075,Minería
3477,Región de Los Ríos,-40.066848,-72.910088,Minería
3478,Región del Maule,-35.415823,-72.198189,Minería
